PAC,SHO,PAS,DRI,DEF,PHY,DIV,HAN,KIC,REF,SPE,POS,WF,Skill,Position,Rtg,Rarity
77.0,53.0,55.0,63.0,47.0,51.0,,,,,,,2,2,Midfielder,62,Bronze
60.0,61.0,64.0,63.0,51.0,64.0,,,,,,,3,3,Midfielder,62,Bronze
60.0,61.0,64.0,63.0,51.0,64.0,,,,,,,3,3,Midfielder,62,Bronze
67.0,30.0,54.0,58.0,55.0,64.0,,,,,,,3,3,Defender,62,Bronze
70.0,26.0,45.0,46.0,61.0,69.0,,,,,,,3,2,Defender,62,Bronze
73.0,56.0,60.0,64.0,54.0,61.0,,,,,,,4,3,Midfielder,62,Bronze
74.0,44.0,52.0,59.0,57.0,55.0,,,,,,,3,3,Defender,62,Bronze
67.0,33.0,49.0,56.0,58.0,66.0,,,,,,,3,2,Defender,62,Bronze
92.0,61.0,52.0,67.0,36.0,63.0,,,,,,,3,3,Attacker,62,Bronze
92.0,61.0,52.0,67.0,36.0,63.0,,,,,,,3,3,Attacker,62,Bronze
66.0,33.0,53.0,63.0,60.0,64.0,,,,,,,3,2,Defender,62,Bronze
67.0,59.0,62.0,64.0,49.0,54.0,,,,,,,3,3,Midfielder,62,Bronze
67.0,59.0,62.0,64.0,49.0,54.0,,,,,,,3,3,Midfielder,62,Bronze
70.0,60.0,51.0,66.0,20.0,58.0,,,,,,,3,3,Midfielder,62,Bronze
70.0,60.0,51.0,66.0,20.0,58.0,,,,,,,3,3,Midfielder,62,Bronze
71.0,51.0,60.0,65.0,55.0,64.0,,,,,,,3,2,Midfielder,62,Bronze
76.0,55.0,57.0,70.0,25.0,40.0,,,,,,,2,3,Midfielder,62,Bronze
76.0,55.0,57.0,70.0,25.0,40.0,,,,,,,2,3,Midfielder,62,Bronze
47.0,34.0,48.0,49.0,62.0,71.0,,,,,,,2,2,Defender,62,Bronze
71.0,59.0,60.0,65.0,61.0,51.0,,,,,,,3,3,Midfielder,62,Bronze
73.0,30.0,50.0,55.0,58.0,62.0,,,,,,,3,2,Defender,62,Bronze
62.0,49.0,54.0,59.0,59.0,64.0,,,,,,,2,2,Midfielder,62,Bronze
76.0,53.0,55.0,66.0,31.0,49.0,,,,,,,3,3,Midfielder,62,Bronze
41.0,63.0,51.0,59.0,34.0,67.0,,,,,,,2,2,Attacker,62,Bronze
41.0,63.0,51.0,59.0,34.0,67.0,,,,,,,2,2,Attacker,62,Bronze
66.0,57.0,63.0,64.0,51.0,68.0,,,,,,,3,2,Midfielder,62,Bronze
64.0,55.0,61.0,63.0,50.0,65.0,,,,,,,4,3,Midfielder,62,Bronze
72.0,51.0,59.0,63.0,45.0,59.0,,,,,,,3,3,Midfielder,62,Bronze
69.0,26.0,49.0,37.0,61.0,72.0,,,,,,,2,2,Defender,62,Bronze
61.0,28.0,44.0,45.0,62.0,63.0,,,,,,,2,2,Defender,62,Bronze
61.0,28.0,44.0,45.0,62.0,63.0,,,,,,,2,2,Defender,62,Bronze
67.0,50.0,61.0,65.0,51.0,60.0,,,,,,,3,2,Midfielder,62,Bronze
63.0,58.0,61.0,65.0,55.0,45.0,,,,,,,3,3,Midfielder,62,Bronze
69.0,34.0,55.0,61.0,59.0,73.0,,,,,,,2,2,Defender,62,Bronze
64.0,31.0,51.0,52.0,60.0,69.0,,,,,,,3,2,Defender,62,Bronze
68.0,63.0,57.0,63.0,33.0,55.0,,,,,,,3,2,Midfielder,62,Bronze
68.0,63.0,57.0,63.0,33.0,55.0,,,,,,,3,2,Midfielder,62,Bronze
65.0,49.0,61.0,62.0,63.0,75.0,,,,,,,4,3,Midfielder,62,Bronze
74.0,55.0,53.0,67.0,24.0,45.0,,,,,,,2,2,Midfielder,62,Bronze
73.0,61.0,46.0,59.0,26.0,68.0,,,,,,,3,3,Attacker,62,Bronze
58.0,61.0,47.0,60.0,31.0,75.0,,,,,,,3,2,Attacker,62,Bronze
58.0,61.0,47.0,60.0,31.0,75.0,,,,,,,3,2,Attacker,62,Bronze
66.0,29.0,42.0,50.0,62.0,69.0,,,,,,,3,2,Defender,62,Bronze
62.0,55.0,63.0,63.0,55.0,60.0,,,,,,,3,3,Midfielder,62,Bronze
55.0,31.0,42.0,47.0,61.0,68.0,,,,,,,3,2,Defender,62,Bronze
72.0,34.0,55.0,63.0,58.0,59.0,,,,,,,3,2,Defender,62,Bronze
54.0,24.0,45.0,57.0,60.0,62.0,,,,,,,3,2,Defender,62,Bronze
49.0,51.0,53.0,57.0,60.0,78.0,,,,,,,2,2,Defender,62,Bronze
49.0,51.0,53.0,57.0,60.0,78.0,,,,,,,2,2,Defender,62,Bronze
76.0,35.0,47.0,54.0,55.0,70.0,,,,,,,3,2,Defender,62,Bronze
75.0,63.0,43.0,62.0,19.0,60.0,,,,,,,3,2,Attacker,62,Bronze
75.0,63.0,43.0,62.0,19.0,60.0,,,,,,,3,2,Attacker,62,Bronze
75.0,55.0,56.0,63.0,40.0,57.0,,,,,,,2,2,Attacker,62,Bronze
68.0,44.0,56.0,59.0,61.0,72.0,,,,,,,3,2,Defender,62,Bronze
68.0,44.0,56.0,59.0,61.0,72.0,,,,,,,3,2,Defender,62,Bronze
58.0,31.0,44.0,43.0,63.0,67.0,,,,,,,2,2,Defender,62,Bronze
64.0,51.0,62.0,63.0,60.0,55.0,,,,,,,2,2,Midfielder,62,Bronze
47.0,28.0,45.0,41.0,64.0,66.0,,,,,,,2,2,Defender,62,Bronze
47.0,28.0,45.0,41.0,64.0,66.0,,,,,,,2,2,Defender,62,Bronze
72.0,54.0,63.0,64.0,52.0,55.0,,,,,,,3,3,Midfielder,62,Bronze
53.0,61.0,52.0,56.0,35.0,74.0,,,,,,,3,2,Attacker,62,Bronze
66.0,62.0,53.0,57.0,34.0,65.0,,,,,,,3,2,Attacker,62,Bronze
76.0,61.0,59.0,67.0,31.0,60.0,,,,,,,3,3,Attacker,62,Bronze
72.0,41.0,49.0,60.0,59.0,58.0,,,,,,,2,2,Defender,62,Bronze
61.0,44.0,57.0,57.0,60.0,64.0,,,,,,,3,2,Midfielder,62,Bronze
61.0,44.0,57.0,57.0,60.0,64.0,,,,,,,3,2,Midfielder,62,Bronze
69.0,56.0,60.0,62.0,55.0,61.0,,,,,,,3,2,Midfielder,62,Bronze
79.0,40.0,49.0,65.0,57.0,50.0,,,,,,,3,2,Defender,62,Bronze
51.0,59.0,58.0,59.0,59.0,69.0,,,,,,,5,2,Midfielder,62,Bronze
79.0,42.0,53.0,60.0,54.0,63.0,,,,,,,3,3,Defender,62,Bronze
75.0,58.0,59.0,67.0,51.0,64.0,,,,,,,4,2,Midfielder,62,Bronze
70.0,41.0,56.0,60.0,58.0,67.0,,,,,,,3,2,Midfielder,62,Bronze
62.0,51.0,60.0,64.0,57.0,60.0,,,,,,,3,2,Midfielder,62,Bronze
72.0,52.0,59.0,66.0,54.0,58.0,,,,,,,3,2,Midfielder,62,Bronze
72.0,52.0,59.0,66.0,54.0,58.0,,,,,,,3,2,Midfielder,62,Bronze
71.0,58.0,59.0,62.0,36.0,52.0,,,,,,,3,3,Midfielder,62,Bronze
65.0,57.0,62.0,63.0,48.0,61.0,,,,,,,3,3,Midfielder,62,Bronze
65.0,57.0,62.0,63.0,48.0,61.0,,,,,,,3,3,Midfielder,62,Bronze
66.0,60.0,58.0,67.0,38.0,64.0,,,,,,,2,3,Attacker,62,Bronze
58.0,35.0,52.0,53.0,63.0,60.0,,,,,,,3,2,Defender,62,Bronze
75.0,56.0,55.0,63.0,24.0,62.0,,,,,,,4,2,Midfielder,62,Bronze
57.0,37.0,45.0,48.0,62.0,69.0,,,,,,,3,2,Defender,62,Bronze
64.0,55.0,61.0,68.0,38.0,43.0,,,,,,,3,2,Midfielder,62,Bronze
54.0,48.0,61.0,59.0,58.0,64.0,,,,,,,3,2,Midfielder,62,Bronze
60.0,49.0,61.0,63.0,55.0,68.0,,,,,,,3,2,Midfielder,62,Bronze
75.0,55.0,59.0,62.0,54.0,55.0,,,,,,,2,2,Midfielder,62,Bronze
53.0,58.0,59.0,61.0,55.0,77.0,,,,,,,4,2,Midfielder,62,Bronze
65.0,56.0,61.0,60.0,60.0,65.0,,,,,,,3,2,Defender,62,Bronze
76.0,34.0,54.0,61.0,57.0,58.0,,,,,,,3,3,Defender,62,Bronze
61.0,61.0,55.0,67.0,24.0,49.0,,,,,,,3,2,Midfielder,62,Bronze
62.0,61.0,63.0,63.0,55.0,72.0,,,,,,,3,3,Midfielder,62,Bronze
67.0,59.0,63.0,64.0,47.0,57.0,,,,,,,3,3,Midfielder,62,Bronze
65.0,51.0,56.0,56.0,57.0,72.0,,,,,,,4,2,Midfielder,62,Bronze
65.0,51.0,56.0,56.0,57.0,72.0,,,,,,,4,2,Midfielder,62,Bronze
73.0,55.0,60.0,68.0,38.0,47.0,,,,,,,2,3,Midfielder,62,Bronze
66.0,48.0,60.0,61.0,59.0,62.0,,,,,,,3,2,Midfielder,62,Bronze
54.0,31.0,44.0,47.0,65.0,62.0,,,,,,,3,2,Defender,62,Bronze
80.0,55.0,57.0,62.0,27.0,62.0,,,,,,,2,3,Midfielder,62,Bronze
69.0,49.0,58.0,66.0,46.0,54.0,,,,,,,3,3,Midfielder,62,Bronze
74.0,61.0,46.0,64.0,24.0,60.0,,,,,,,3,3,Attacker,62,Bronze
60.0,24.0,41.0,34.0,63.0,70.0,,,,,,,3,2,Defender,62,Bronze
60.0,24.0,41.0,34.0,63.0,70.0,,,,,,,3,2,Defender,62,Bronze
71.0,22.0,37.0,44.0,60.0,74.0,,,,,,,3,2,Defender,62,Bronze
77.0,60.0,55.0,65.0,32.0,58.0,,,,,,,4,2,Attacker,62,Bronze
82.0,61.0,47.0,62.0,24.0,61.0,,,,,,,3,2,Attacker,62,Bronze
82.0,61.0,47.0,62.0,24.0,61.0,,,,,,,3,2,Attacker,62,Bronze
82.0,52.0,51.0,65.0,18.0,44.0,,,,,,,3,2,Midfielder,62,Bronze
82.0,52.0,51.0,65.0,18.0,44.0,,,,,,,3,2,Midfielder,62,Bronze
68.0,37.0,50.0,59.0,59.0,65.0,,,,,,,3,2,Defender,62,Bronze
84.0,57.0,57.0,64.0,29.0,63.0,,,,,,,3,4,Midfielder,62,Bronze
84.0,57.0,57.0,64.0,29.0,63.0,,,,,,,3,4,Midfielder,62,Bronze
65.0,59.0,61.0,69.0,51.0,56.0,,,,,,,3,3,Midfielder,62,Bronze
84.0,54.0,56.0,61.0,34.0,62.0,,,,,,,3,3,Midfielder,62,Bronze
66.0,31.0,48.0,59.0,59.0,48.0,,,,,,,3,2,Defender,62,Bronze
59.0,63.0,50.0,57.0,28.0,72.0,,,,,,,3,2,Attacker,62,Bronze
59.0,63.0,50.0,57.0,28.0,72.0,,,,,,,3,2,Attacker,62,Bronze
72.0,33.0,48.0,60.0,58.0,64.0,,,,,,,3,2,Defender,62,Bronze
63.0,35.0,59.0,44.0,59.0,67.0,,,,,,,3,2,Defender,62,Bronze
78.0,53.0,55.0,63.0,26.0,53.0,,,,,,,3,3,Midfielder,62,Bronze
69.0,61.0,60.0,65.0,54.0,67.0,,,,,,,4,4,Midfielder,62,Bronze
72.0,45.0,54.0,57.0,58.0,66.0,,,,,,,3,2,Defender,62,Bronze
65.0,64.0,47.0,54.0,23.0,62.0,,,,,,,3,2,Attacker,62,Bronze
65.0,62.0,57.0,65.0,39.0,53.0,,,,,,,4,3,Midfielder,62,Bronze
73.0,49.0,57.0,59.0,56.0,66.0,,,,,,,3,2,Defender,62,Bronze
71.0,56.0,61.0,66.0,38.0,48.0,,,,,,,3,3,Midfielder,62,Bronze
61.0,50.0,56.0,58.0,61.0,64.0,,,,,,,3,2,Defender,62,Bronze
64.0,35.0,49.0,58.0,62.0,66.0,,,,,,,2,2,Defender,62,Bronze
64.0,35.0,49.0,58.0,62.0,66.0,,,,,,,2,2,Defender,62,Bronze
64.0,35.0,49.0,58.0,62.0,66.0,,,,,,,2,2,Defender,62,Bronze
64.0,63.0,51.0,59.0,30.0,70.0,,,,,,,4,2,Attacker,62,Bronze
64.0,63.0,51.0,59.0,30.0,70.0,,,,,,,4,2,Attacker,62,Bronze
75.0,60.0,53.0,68.0,31.0,45.0,,,,,,,3,3,Attacker,62,Bronze
57.0,59.0,40.0,60.0,25.0,81.0,,,,,,,3,2,Attacker,62,Bronze
64.0,63.0,56.0,59.0,48.0,64.0,,,,,,,3,2,Attacker,62,Bronze
65.0,61.0,46.0,56.0,23.0,72.0,,,,,,,3,2,Attacker,62,Bronze
71.0,53.0,56.0,61.0,55.0,63.0,,,,,,,4,3,Midfielder,62,Bronze
59.0,22.0,44.0,43.0,61.0,69.0,,,,,,,3,2,Defender,62,Bronze
69.0,65.0,59.0,62.0,28.0,51.0,,,,,,,3,3,Midfielder,62,Bronze
52.0,35.0,40.0,46.0,60.0,72.0,,,,,,,3,2,Defender,62,Bronze
35.0,33.0,44.0,47.0,64.0,62.0,,,,,,,3,2,Defender,62,Bronze
55.0,25.0,53.0,62.0,58.0,65.0,,,,,,,3,2,Defender,62,Bronze
74.0,52.0,57.0,58.0,57.0,67.0,,,,,,,4,2,Defender,62,Bronze
63.0,44.0,56.0,60.0,60.0,72.0,,,,,,,3,2,Defender,62,Bronze
63.0,44.0,56.0,60.0,60.0,72.0,,,,,,,3,2,Defender,62,Bronze
63.0,44.0,56.0,60.0,60.0,72.0,,,,,,,3,2,Defender,62,Bronze
69.0,54.0,60.0,64.0,51.0,69.0,,,,,,,3,2,Midfielder,62,Bronze
65.0,49.0,60.0,61.0,59.0,63.0,,,,,,,4,2,Defender,62,Bronze
65.0,31.0,55.0,60.0,58.0,64.0,,,,,,,3,2,Defender,62,Bronze
65.0,31.0,55.0,60.0,58.0,64.0,,,,,,,3,2,Defender,62,Bronze
84.0,40.0,53.0,62.0,55.0,62.0,,,,,,,3,3,Defender,62,Bronze
44.0,28.0,31.0,33.0,62.0,71.0,,,,,,,2,2,Defender,62,Bronze
61.0,62.0,42.0,56.0,24.0,63.0,,,,,,,3,2,Attacker,62,Bronze
70.0,51.0,59.0,64.0,49.0,54.0,,,,,,,2,2,Midfielder,62,Bronze
58.0,53.0,62.0,63.0,58.0,64.0,,,,,,,4,3,Midfielder,62,Bronze
66.0,52.0,56.0,58.0,61.0,71.0,,,,,,,3,2,Midfielder,62,Bronze
66.0,52.0,56.0,58.0,61.0,71.0,,,,,,,3,2,Midfielder,62,Bronze
60.0,62.0,64.0,60.0,58.0,64.0,,,,,,,3,2,Midfielder,62,Bronze
73.0,62.0,61.0,65.0,48.0,48.0,,,,,,,4,3,Midfielder,62,Bronze
65.0,53.0,59.0,67.0,30.0,43.0,,,,,,,3,3,Midfielder,62,Bronze
65.0,53.0,59.0,67.0,30.0,43.0,,,,,,,3,3,Midfielder,62,Bronze
69.0,67.0,50.0,67.0,24.0,51.0,,,,,,,4,2,Midfielder,62,Bronze
60.0,31.0,54.0,56.0,60.0,66.0,,,,,,,3,2,Defender,62,Bronze
69.0,50.0,54.0,57.0,59.0,70.0,,,,,,,3,2,Defender,62,Bronze
69.0,50.0,54.0,57.0,59.0,70.0,,,,,,,3,2,Defender,62,Bronze
62.0,32.0,48.0,52.0,62.0,66.0,,,,,,,2,2,Defender,62,Bronze
72.0,34.0,51.0,60.0,58.0,62.0,,,,,,,3,2,Defender,62,Bronze
71.0,39.0,52.0,57.0,59.0,72.0,,,,,,,3,2,Defender,62,Bronze
71.0,32.0,46.0,55.0,60.0,58.0,,,,,,,2,2,Defender,62,Bronze
67.0,30.0,40.0,46.0,60.0,71.0,,,,,,,2,2,Defender,62,Bronze
68.0,57.0,63.0,63.0,35.0,56.0,,,,,,,2,3,Midfielder,62,Bronze
60.0,54.0,63.0,61.0,59.0,55.0,,,,,,,3,2,Midfielder,62,Bronze
64.0,44.0,58.0,56.0,61.0,58.0,,,,,,,2,2,Defender,62,Bronze
67.0,62.0,46.0,63.0,25.0,53.0,,,,,,,3,3,Attacker,62,Bronze
69.0,51.0,57.0,63.0,61.0,70.0,,,,,,,3,2,Midfielder,62,Bronze
69.0,51.0,57.0,63.0,61.0,70.0,,,,,,,3,2,Midfielder,62,Bronze
69.0,51.0,57.0,63.0,61.0,70.0,,,,,,,3,2,Midfielder,62,Bronze
63.0,55.0,60.0,67.0,49.0,59.0,,,,,,,3,3,Midfielder,62,Bronze
82.0,44.0,52.0,64.0,56.0,62.0,,,,,,,3,3,Defender,62,Bronze
76.0,60.0,55.0,63.0,40.0,61.0,,,,,,,3,3,Attacker,62,Bronze
31.0,29.0,43.0,34.0,61.0,72.0,,,,,,,3,2,Defender,62,Bronze
67.0,60.0,48.0,57.0,20.0,65.0,,,,,,,3,2,Attacker,62,Bronze
74.0,35.0,49.0,63.0,58.0,58.0,,,,,,,3,2,Defender,62,Bronze
78.0,55.0,58.0,62.0,43.0,54.0,,,,,,,3,2,Midfielder,62,Bronze
68.0,38.0,52.0,50.0,63.0,62.0,,,,,,,1,2,Defender,62,Bronze
74.0,61.0,64.0,65.0,47.0,62.0,,,,,,,3,3,Midfielder,62,Bronze
63.0,54.0,59.0,66.0,54.0,50.0,,,,,,,3,2,Midfielder,62,Bronze
76.0,55.0,53.0,65.0,23.0,51.0,,,,,,,3,3,Midfielder,62,Bronze
70.0,49.0,56.0,68.0,31.0,42.0,,,,,,,3,3,Midfielder,62,Bronze
66.0,41.0,63.0,63.0,62.0,67.0,,,,,,,2,2,Midfielder,62,Bronze
71.0,32.0,50.0,60.0,58.0,55.0,,,,,,,4,2,Defender,62,Bronze
67.0,57.0,61.0,64.0,54.0,73.0,,,,,,,4,3,Midfielder,62,Bronze
62.0,28.0,36.0,39.0,63.0,65.0,,,,,,,2,2,Defender,62,Bronze
71.0,43.0,56.0,54.0,60.0,66.0,,,,,,,2,2,Defender,62,Bronze
61.0,53.0,56.0,55.0,61.0,70.0,,,,,,,3,2,Defender,62,Bronze
68.0,50.0,53.0,57.0,58.0,70.0,,,,,,,4,2,Defender,62,Bronze
45.0,23.0,42.0,45.0,60.0,75.0,,,,,,,2,2,Defender,62,Bronze
71.0,28.0,51.0,57.0,59.0,63.0,,,,,,,2,2,Defender,62,Bronze
57.0,45.0,58.0,57.0,61.0,66.0,,,,,,,3,2,Midfielder,62,Bronze
71.0,54.0,60.0,60.0,60.0,73.0,,,,,,,3,2,Midfielder,62,Bronze
71.0,54.0,60.0,60.0,60.0,73.0,,,,,,,3,2,Midfielder,62,Bronze
71.0,51.0,56.0,64.0,42.0,69.0,,,,,,,3,2,Midfielder,62,Bronze
73.0,25.0,39.0,41.0,63.0,70.0,,,,,,,5,2,Defender,62,Bronze
64.0,33.0,52.0,51.0,63.0,54.0,,,,,,,2,2,Defender,62,Bronze
72.0,55.0,60.0,64.0,56.0,61.0,,,,,,,3,2,Midfielder,62,Bronze
77.0,59.0,46.0,61.0,23.0,66.0,,,,,,,3,2,Attacker,62,Bronze
77.0,59.0,46.0,61.0,23.0,66.0,,,,,,,3,2,Attacker,62,Bronze
77.0,59.0,46.0,61.0,23.0,66.0,,,,,,,3,2,Attacker,62,Bronze
65.0,33.0,46.0,56.0,62.0,71.0,,,,,,,3,2,Defender,62,Bronze
68.0,55.0,59.0,67.0,56.0,47.0,,,,,,,3,3,Midfielder,62,Bronze
65.0,57.0,62.0,63.0,55.0,63.0,,,,,,,4,3,Midfielder,62,Bronze
77.0,60.0,54.0,62.0,33.0,69.0,,,,,,,3,3,Midfielder,62,Bronze
65.0,35.0,51.0,58.0,60.0,64.0,,,,,,,3,2,Defender,62,Bronze
70.0,60.0,62.0,68.0,42.0,55.0,,,,,,,3,3,Midfielder,62,Bronze
58.0,39.0,52.0,52.0,60.0,74.0,,,,,,,2,2,Defender,62,Bronze
72.0,64.0,60.0,62.0,38.0,71.0,,,,,,,3,3,Midfielder,62,Bronze
67.0,30.0,38.0,46.0,62.0,75.0,,,,,,,3,2,Defender,62,Bronze
67.0,30.0,38.0,46.0,62.0,75.0,,,,,,,3,2,Defender,62,Bronze
53.0,25.0,40.0,43.0,60.0,70.0,,,,,,,2,2,Defender,62,Bronze
53.0,25.0,40.0,43.0,60.0,70.0,,,,,,,2,2,Defender,62,Bronze
54.0,27.0,42.0,45.0,62.0,67.0,,,,,,,3,2,Defender,62,Bronze
54.0,27.0,42.0,45.0,62.0,67.0,,,,,,,3,2,Defender,62,Bronze
67.0,45.0,57.0,60.0,59.0,63.0,,,,,,,4,2,Midfielder,62,Bronze
75.0,61.0,51.0,65.0,35.0,58.0,,,,,,,3,2,Midfielder,62,Bronze
69.0,60.0,63.0,67.0,50.0,54.0,,,,,,,3,3,Midfielder,62,Bronze
87.0,55.0,56.0,61.0,28.0,60.0,,,,,,,3,3,Attacker,62,Bronze
81.0,59.0,44.0,68.0,35.0,43.0,,,,,,,3,3,Attacker,62,Bronze
79.0,61.0,51.0,56.0,43.0,82.0,,,,,,,3,2,Attacker,62,Bronze
79.0,61.0,51.0,56.0,43.0,82.0,,,,,,,3,2,Attacker,62,Bronze
74.0,58.0,57.0,63.0,52.0,71.0,,,,,,,2,3,Midfielder,62,Bronze
70.0,24.0,42.0,41.0,60.0,67.0,,,,,,,3,2,Defender,62,Bronze
77.0,54.0,52.0,61.0,55.0,65.0,,,,,,,2,3,Defender,62,Bronze
77.0,54.0,52.0,61.0,55.0,65.0,,,,,,,2,3,Defender,62,Bronze
71.0,51.0,61.0,66.0,43.0,55.0,,,,,,,3,3,Midfielder,62,Bronze
71.0,51.0,61.0,66.0,43.0,55.0,,,,,,,3,3,Midfielder,62,Bronze
65.0,55.0,62.0,65.0,40.0,53.0,,,,,,,3,3,Midfielder,62,Bronze
65.0,55.0,62.0,65.0,40.0,53.0,,,,,,,3,3,Midfielder,62,Bronze
51.0,28.0,39.0,38.0,61.0,75.0,,,,,,,2,2,Defender,62,Bronze
56.0,62.0,43.0,53.0,27.0,77.0,,,,,,,3,2,Attacker,62,Bronze
56.0,62.0,43.0,53.0,27.0,77.0,,,,,,,3,2,Attacker,62,Bronze
75.0,49.0,52.0,61.0,55.0,59.0,,,,,,,3,3,Defender,62,Bronze
62.0,29.0,45.0,46.0,63.0,64.0,,,,,,,2,2,Defender,62,Bronze
64.0,55.0,59.0,63.0,59.0,61.0,,,,,,,2,3,Midfielder,62,Bronze
71.0,58.0,60.0,65.0,57.0,83.0,,,,,,,3,3,Midfielder,62,Bronze
62.0,46.0,55.0,60.0,57.0,75.0,,,,,,,2,2,Midfielder,62,Bronze
62.0,46.0,55.0,60.0,57.0,75.0,,,,,,,2,2,Midfielder,62,Bronze
68.0,34.0,50.0,54.0,60.0,73.0,,,,,,,3,2,Defender,62,Bronze
60.0,55.0,59.0,63.0,51.0,52.0,,,,,,,3,2,Midfielder,62,Bronze
76.0,47.0,55.0,67.0,40.0,50.0,,,,,,,3,2,Midfielder,62,Bronze
73.0,53.0,62.0,63.0,49.0,58.0,,,,,,,3,2,Midfielder,62,Bronze
65.0,59.0,64.0,64.0,57.0,59.0,,,,,,,3,2,Midfielder,62,Bronze
82.0,62.0,53.0,69.0,17.0,49.0,,,,,,,3,3,Attacker,62,Bronze
76.0,56.0,57.0,63.0,33.0,50.0,,,,,,,3,3,Midfielder,62,Bronze
62.0,49.0,58.0,61.0,61.0,67.0,,,,,,,3,2,Midfielder,62,Bronze
63.0,58.0,61.0,62.0,27.0,60.0,,,,,,,3,3,Midfielder,62,Bronze
81.0,61.0,58.0,61.0,47.0,60.0,,,,,,,2,2,Midfielder,62,Bronze
64.0,54.0,58.0,66.0,50.0,65.0,,,,,,,3,3,Midfielder,62,Bronze
71.0,33.0,53.0,56.0,58.0,69.0,,,,,,,3,2,Defender,62,Bronze
52.0,34.0,50.0,52.0,61.0,72.0,,,,,,,2,2,Defender,62,Bronze
50.0,44.0,56.0,57.0,58.0,69.0,,,,,,,3,2,Midfielder,62,Bronze
82.0,57.0,51.0,65.0,39.0,54.0,,,,,,,2,2,Attacker,62,Bronze
75.0,49.0,57.0,64.0,53.0,64.0,,,,,,,2,3,Defender,62,Bronze
65.0,59.0,59.0,66.0,44.0,60.0,,,,,,,3,3,Midfielder,62,Bronze
54.0,38.0,48.0,52.0,63.0,67.0,,,,,,,3,2,Defender,62,Bronze
70.0,60.0,41.0,57.0,20.0,67.0,,,,,,,4,2,Attacker,62,Bronze
70.0,60.0,41.0,57.0,20.0,67.0,,,,,,,4,2,Attacker,62,Bronze
76.0,58.0,59.0,67.0,40.0,57.0,,,,,,,3,2,Midfielder,62,Bronze
75.0,39.0,53.0,66.0,57.0,55.0,,,,,,,3,2,Defender,62,Bronze
75.0,39.0,53.0,66.0,57.0,55.0,,,,,,,3,2,Defender,62,Bronze
70.0,58.0,61.0,66.0,48.0,62.0,,,,,,,3,3,Midfielder,62,Bronze
82.0,58.0,57.0,61.0,36.0,70.0,,,,,,,3,3,Attacker,62,Bronze
66.0,58.0,51.0,55.0,34.0,71.0,,,,,,,4,2,Attacker,61,Bronze
66.0,58.0,51.0,55.0,34.0,71.0,,,,,,,4,2,Attacker,61,Bronze
82.0,52.0,57.0,60.0,51.0,47.0,,,,,,,4,3,Midfielder,61,Bronze
82.0,52.0,57.0,60.0,51.0,47.0,,,,,,,4,3,Midfielder,61,Bronze
78.0,54.0,57.0,62.0,61.0,65.0,,,,,,,3,3,Midfielder,61,Bronze
62.0,38.0,50.0,59.0,60.0,67.0,,,,,,,3,2,Defender,61,Bronze
62.0,38.0,50.0,59.0,60.0,67.0,,,,,,,3,2,Defender,61,Bronze
66.0,30.0,50.0,56.0,58.0,68.0,,,,,,,2,2,Defender,61,Bronze
74.0,57.0,56.0,62.0,34.0,61.0,,,,,,,4,3,Attacker,61,Bronze
61.0,57.0,62.0,60.0,50.0,56.0,,,,,,,3,2,Midfielder,61,Bronze
84.0,54.0,57.0,61.0,34.0,48.0,,,,,,,3,2,Midfielder,61,Bronze
84.0,54.0,57.0,61.0,34.0,48.0,,,,,,,3,2,Midfielder,61,Bronze
73.0,56.0,57.0,61.0,30.0,58.0,,,,,,,3,2,Midfielder,61,Bronze
60.0,25.0,36.0,43.0,62.0,62.0,,,,,,,2,2,Defender,61,Bronze
61.0,55.0,57.0,64.0,46.0,61.0,,,,,,,3,3,Midfielder,61,Bronze
61.0,55.0,57.0,64.0,46.0,61.0,,,,,,,3,3,Midfielder,61,Bronze
64.0,27.0,47.0,46.0,60.0,62.0,,,,,,,3,2,Defender,61,Bronze
77.0,27.0,50.0,60.0,55.0,55.0,,,,,,,3,2,Defender,61,Bronze
77.0,27.0,50.0,60.0,55.0,55.0,,,,,,,3,2,Defender,61,Bronze
77.0,47.0,52.0,62.0,56.0,57.0,,,,,,,2,2,Defender,61,Bronze
71.0,35.0,43.0,58.0,58.0,64.0,,,,,,,2,2,Defender,61,Bronze
70.0,59.0,49.0,64.0,37.0,54.0,,,,,,,3,2,Midfielder,61,Bronze
58.0,40.0,60.0,58.0,58.0,60.0,,,,,,,3,2,Midfielder,61,Bronze
64.0,31.0,36.0,38.0,62.0,69.0,,,,,,,2,2,Defender,61,Bronze
77.0,62.0,46.0,59.0,24.0,56.0,,,,,,,3,2,Attacker,61,Bronze
63.0,60.0,59.0,61.0,59.0,62.0,,,,,,,3,3,Midfielder,61,Bronze
50.0,24.0,40.0,34.0,61.0,69.0,,,,,,,2,2,Defender,61,Bronze
72.0,57.0,58.0,63.0,32.0,57.0,,,,,,,2,2,Midfielder,61,Bronze
75.0,60.0,44.0,67.0,19.0,60.0,,,,,,,3,3,Attacker,61,Bronze
66.0,34.0,52.0,52.0,61.0,66.0,,,,,,,3,2,Defender,61,Bronze
71.0,42.0,53.0,65.0,33.0,52.0,,,,,,,3,3,Midfielder,61,Bronze
74.0,48.0,55.0,60.0,52.0,65.0,,,,,,,3,3,Midfielder,61,Bronze
